group,name,nrows,ncols,nnz,is_real,is_binary,is_nd,posdef,pattern_symmetry,numerical_symmetry,kind,nentries,estimated_mb,url
DIMACS10,vsp_befref_fxm_2_4_air02,14109,14109,196448,1,1,0,0,1.0,1.0,random unweighted graph,196448,5.997,https://sparse.tamu.edu/MM/DIMACS10/vsp_befref_fxm_2_4_air02.tar.gz
Nasa,skirt,12598,12598,196520,1,1,1,0,1.0,1.0,duplicate structural problem,196520,5.999,https://sparse.tamu.edu/MM/Nasa/skirt.tar.gz
Pothen,skirt,12598,12598,196520,1,1,1,0,1.0,1.0,structural problem,196520,5.999,https://sparse.tamu.edu/MM/Pothen/skirt.tar.gz
DIMACS10,delaunay_n15,32768,32768,196548,1,1,0,0,1.0,1.0,undirected graph,196548,6.000,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n15.tar.gz
AG-Monien,bfly,49152,49152,196608,1,1,0,0,1.0,1.0,undirected graph sequence,196608,6.002,https://sparse.tamu.edu/MM/AG-Monien/bfly.tar.gz
GHS_psdef,obstclae,40000,40000,197608,1,0,0,1,1.0,1.0,optimization problem,197608,6.032,https://sparse.tamu.edu/MM/GHS_psdef/obstclae.tar.gz
GHS_psdef,torsion1,40000,40000,197608,1,0,0,1,1.0,1.0,duplicate optimization problem,197608,6.032,https://sparse.tamu.edu/MM/GHS_psdef/torsion1.tar.gz
VDOL,lowThrust_5,16262,16262,198369,1,0,0,0,1.0,1.0,optimal control problem,198369,6.056,https://sparse.tamu.edu/MM/VDOL/lowThrust_5.tar.gz
PARSEC,SiNa,5743,5743,198787,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,198787,6.068,https://sparse.tamu.edu/MM/PARSEC/SiNa.tar.gz
GHS_psdef,jnlbrng1,40000,40000,199200,1,0,0,1,1.0,1.0,optimization problem,199200,6.081,https://sparse.tamu.edu/MM/GHS_psdef/jnlbrng1.tar.gz
Watson,chem_master1,40401,40401,201201,1,0,1,0,1.0,0.0,2D/3D problem,201201,6.142,https://sparse.tamu.edu/MM/Watson/chem_master1.tar.gz
Schenk_IBMNA,c-52,23948,23948,202708,1,0,0,0,1.0,1.0,optimization problem,202716,6.188,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-52.tar.gz
Schenk_IBMNA,c-51,23196,23196,203048,1,0,0,0,1.0,1.0,optimization problem,203050,6.199,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-51.tar.gz
DIMACS10,vsp_barth5_1Ksep_50in_5Kout,32212,32212,203610,1,1,0,0,1.0,1.0,random unweighted graph,203610,6.216,https://sparse.tamu.edu/MM/DIMACS10/vsp_barth5_1Ksep_50in_5Kout.tar.gz
GHS_psdef,minsurfo,40806,40806,203622,1,0,0,1,1.0,1.0,optimization problem,203622,6.216,https://sparse.tamu.edu/MM/GHS_psdef/minsurfo.tar.gz
GHS_indef,mario001,38434,38434,204912,1,0,1,0,1.0,1.0,2D/3D problem,206156,6.293,https://sparse.tamu.edu/MM/GHS_indef/mario001.tar.gz
TSOPF,TSOPF_RS_b162_c1,5374,5374,205399,1,0,0,0,0.02981942459702805,0.002418331351367556,power network problem,205399,6.270,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c1.tar.gz
CPM,cz20468,20468,20468,206076,1,0,1,0,0.4354769190983147,0.2377052713245119,2D/3D problem,206076,6.291,https://sparse.tamu.edu/MM/CPM/cz20468.tar.gz
Schenk_IBMSDS,2D_27628_bjtcai,27628,27628,206670,1,0,1,0,0.9995761793531919,0.2185967538342959,semiconductor device problem,442898,13.518,https://sparse.tamu.edu/MM/Schenk_IBMSDS/2D_27628_bjtcai.tar.gz
Cylshell,s3rmt3m3,5357,5357,207123,1,0,1,1,1.0,1.0,structural problem,207695,6.340,https://sparse.tamu.edu/MM/Cylshell/s3rmt3m3.tar.gz
Pajek,internet,124651,124651,207214,1,0,0,0,0.01444913320583093,0.002245819852432203,directed weighted graph,207214,6.326,https://sparse.tamu.edu/MM/Pajek/internet.tar.gz
Brethour,coater2,9540,9540,207308,1,0,1,0,0.5941884735804569,0.1280874338061923,computational fluid dynamics problem,207308,6.328,https://sparse.tamu.edu/MM/Brethour/coater2.tar.gz
VDOL,lowThrust_6,16928,16928,207349,1,0,0,0,1.0,1.0,optimal control problem,207349,6.330,https://sparse.tamu.edu/MM/VDOL/lowThrust_6.tar.gz
TKK,g3rmt3m3,5357,5357,207695,1,1,1,0,1.0,1.0,structural problem,207695,6.340,https://sparse.tamu.edu/MM/TKK/g3rmt3m3.tar.gz
GHS_psdef,copter1,17222,17222,211064,1,1,1,0,1.0,1.0,computational fluid dynamics problem,211064,6.443,https://sparse.tamu.edu/MM/GHS_psdef/copter1.tar.gz
Schenk_IBMNA,c-47,15343,15343,211401,1,0,0,0,1.0,1.0,optimization problem,211401,6.453,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-47.tar.gz
VDOL,lowThrust_7,17378,17378,211561,1,0,0,0,1.0,1.0,optimal control problem,211561,6.458,https://sparse.tamu.edu/MM/VDOL/lowThrust_7.tar.gz
Hollinger,mark3jac080,36609,36609,214643,1,0,0,0,0.07391845139171971,0.01409066941898426,economic problem,227955,6.959,https://sparse.tamu.edu/MM/Hollinger/mark3jac080.tar.gz
Hollinger,mark3jac080sc,36609,36609,214643,1,0,0,0,0.07391845139171971,0.0125985842018466,economic problem,227955,6.959,https://sparse.tamu.edu/MM/Hollinger/mark3jac080sc.tar.gz
VDOL,lowThrust_8,17702,17702,216445,1,0,0,0,1.0,1.0,optimal control problem,216445,6.607,https://sparse.tamu.edu/MM/VDOL/lowThrust_8.tar.gz
DIMACS10,ak2010,45292,45292,217098,1,0,0,0,1.0,1.0,undirected weighted graph,217098,6.627,https://sparse.tamu.edu/MM/DIMACS10/ak2010.tar.gz
Cylshell,s1rmt3m1,5489,5489,217651,1,0,1,1,1.0,1.0,structural problem,219521,6.701,https://sparse.tamu.edu/MM/Cylshell/s1rmt3m1.tar.gz
Cylshell,s3rmt3m1,5489,5489,217669,1,0,1,1,1.0,1.0,structural problem,219521,6.701,https://sparse.tamu.edu/MM/Cylshell/s3rmt3m1.tar.gz
Cylshell,s2rmt3m1,5489,5489,217681,1,0,1,1,1.0,1.0,structural problem,219521,6.701,https://sparse.tamu.edu/MM/Cylshell/s2rmt3m1.tar.gz
Puri,ABACUS_shell_ud,23412,23412,218484,1,0,1,0,1.0,0.9753731955380578,model reduction problem,218484,6.670,https://sparse.tamu.edu/MM/Puri/ABACUS_shell_ud.tar.gz
VDOL,lowThrust_9,18044,18044,219589,1,0,0,0,1.0,1.0,optimal control problem,219589,6.703,https://sparse.tamu.edu/MM/VDOL/lowThrust_9.tar.gz
VDOL,lowThrust_10,18260,18260,222005,1,0,0,0,1.0,1.0,optimal control problem,222005,6.777,https://sparse.tamu.edu/MM/VDOL/lowThrust_10.tar.gz
ATandT,onetone2,36057,36057,222596,1,0,0,0,0.1128682425939654,0.06622764699821082,frequency-domain circuit simulation problem,227628,6.949,https://sparse.tamu.edu/MM/ATandT/onetone2.tar.gz
VDOL,lowThrust_11,18368,18368,223801,1,0,0,0,1.0,1.0,optimal control problem,223801,6.832,https://sparse.tamu.edu/MM/VDOL/lowThrust_11.tar.gz
VDOL,lowThrust_12,18458,18458,224593,1,0,0,0,1.0,1.0,optimal control problem,224593,6.856,https://sparse.tamu.edu/MM/VDOL/lowThrust_12.tar.gz
VDOL,lowThrust_13,18476,18476,224897,1,0,0,0,1.0,1.0,optimal control problem,224897,6.865,https://sparse.tamu.edu/MM/VDOL/lowThrust_13.tar.gz
HB,man_5976,5976,5976,225046,1,1,1,0,1.0,1.0,structural problem,225046,6.870,https://sparse.tamu.edu/MM/HB/man_5976.tar.gz
FIDAP,ex35,19716,19716,227872,1,0,1,0,1.0,0.4608754972232364,computational fluid dynamics problem,228208,6.966,https://sparse.tamu.edu/MM/FIDAP/ex35.tar.gz
Mallya,lhr10,10672,10672,228395,1,0,0,0,0.008791586915847653,1.752395305332977e-05,chemical process simulation problem,232633,7.101,https://sparse.tamu.edu/MM/Mallya/lhr10.tar.gz
Hollinger,jan99jac120,41374,41374,229385,1,0,0,0,0.003290255360374358,0.0,economic problem,260202,7.943,https://sparse.tamu.edu/MM/Hollinger/jan99jac120.tar.gz
Hollinger,jan99jac120sc,41374,41374,229385,1,0,0,0,0.003290255360374358,0.0,economic problem,260202,7.943,https://sparse.tamu.edu/MM/Hollinger/jan99jac120sc.tar.gz
GHS_indef,spmsrtls,29995,29995,229947,1,0,0,0,1.0,1.0,statistical/mathematical problem,229947,7.019,https://sparse.tamu.edu/MM/GHS_indef/spmsrtls.tar.gz
Mallya,lhr11,10964,10964,231806,1,0,0,0,0.00820058037510379,3.452591601570929e-05,chemical process simulation problem,233741,7.135,https://sparse.tamu.edu/MM/Mallya/lhr11.tar.gz
Mallya,lhr10c,10672,10672,232633,1,0,0,0,0.008791586915847653,1.720467106819501e-05,chemical process simulation problem,232633,7.101,https://sparse.tamu.edu/MM/Mallya/lhr10c.tar.gz
Mallya,lhr11c,10964,10964,233741,1,0,0,0,0.00820058037510379,4.280052387841227e-05,chemical process simulation problem,233741,7.135,https://sparse.tamu.edu/MM/Mallya/lhr11c.tar.gz
DIMACS10,nh2010,48837,48837,234550,1,0,0,0,1.0,1.0,undirected weighted graph,234550,7.160,https://sparse.tamu.edu/MM/DIMACS10/nh2010.tar.gz
SNAP,ca-HepPh,12008,12008,237010,1,1,0,0,1.0,1.0,undirected graph,237010,7.235,https://sparse.tamu.edu/MM/SNAP/ca-HepPh.tar.gz
Schenk_ISEI,nmos3,18588,18588,237130,1,0,1,0,1.0,0.1670891636390259,semiconductor device problem,386594,11.800,https://sparse.tamu.edu/MM/Schenk_ISEI/nmos3.tar.gz
TAMU_SmartGridCenter,ACTIVSg70K,69999,69999,238627,1,0,0,0,1.0,1.0,power network problem,238627,7.284,https://sparse.tamu.edu/MM/TAMU_SmartGridCenter/ACTIVSg70K.tar.gz
DIMACS10,luxembourg_osm,114599,114599,239332,1,1,0,0,1.0,1.0,undirected graph,239332,7.306,https://sparse.tamu.edu/MM/DIMACS10/luxembourg_osm.tar.gz
SNAP,sx-mathoverflow,24818,24818,239978,1,0,0,0,0.3509349053252102,0.1609975832379348,directed temporal multigraph,239978,7.326,https://sparse.tamu.edu/MM/SNAP/sx-mathoverflow.tar.gz
Newman,cond-mat-2003,31163,31163,240058,1,0,0,0,1.0,1.0,undirected weighted graph,240058,7.328,https://sparse.tamu.edu/MM/Newman/cond-mat-2003.tar.gz
ML_Graph,worms20_10NN,20055,20055,240826,1,0,0,0,1.0,1.0,undirected weighted graph,240826,7.351,https://sparse.tamu.edu/MM/ML_Graph/worms20_10NN.tar.gz
Newman,astro-ph,16706,16706,242502,1,0,0,0,1.0,1.0,undirected weighted graph,242502,7.403,https://sparse.tamu.edu/MM/Newman/astro-ph.tar.gz
PARSEC,benzene,8219,8219,242669,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,242669,7.408,https://sparse.tamu.edu/MM/PARSEC/benzene.tar.gz
DIMACS10,wing,62032,62032,243088,1,1,0,0,1.0,1.0,undirected graph,243088,7.420,https://sparse.tamu.edu/MM/DIMACS10/wing.tar.gz
Rajat,rajat26,51032,51032,247528,1,0,0,0,0.9853537517311467,0.3271800826884766,circuit simulation problem,249302,7.610,https://sparse.tamu.edu/MM/Rajat/rajat26.tar.gz
HB,bcsstk25,15439,15439,252241,1,0,1,1,1.0,1.0,structural problem,252241,7.700,https://sparse.tamu.edu/MM/HB/bcsstk25.tar.gz
TSOPF,TSOPF_RS_b39_c7,14098,14098,252446,1,0,0,0,0.05962284731399325,0.0003524007299729407,power network problem,252446,7.706,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c7.tar.gz
UTEP,Dubcova1,16129,16129,253009,1,0,1,1,1.0,1.0,2D/3D problem,253009,7.723,https://sparse.tamu.edu/MM/UTEP/Dubcova1.tar.gz
Pothen,tandem_vtx,18454,18454,253350,1,1,1,0,1.0,1.0,structural problem,253350,7.734,https://sparse.tamu.edu/MM/Pothen/tandem_vtx.tar.gz
GHS_indef,a5esindl,60008,60008,255004,1,0,0,0,1.0,1.0,optimization problem,255004,7.784,https://sparse.tamu.edu/MM/GHS_indef/a5esindl.tar.gz
FIDAP,ex19,12005,12005,259577,1,0,1,0,1.0,0.4284006268883396,computational fluid dynamics problem,259879,7.933,https://sparse.tamu.edu/MM/FIDAP/ex19.tar.gz
Hollinger,g7jac080,23670,23670,259648,1,0,0,0,0.03703210435580416,0.0,economic problem,293976,8.973,https://sparse.tamu.edu/MM/Hollinger/g7jac080.tar.gz
Hollinger,g7jac080sc,23670,23670,259648,1,0,0,0,0.03703210435580416,0.0,economic problem,293976,8.973,https://sparse.tamu.edu/MM/Hollinger/g7jac080sc.tar.gz
Engwirda,airfoil_2d,14214,14214,259688,1,0,1,0,0.981668119637925,0.0,computational fluid dynamics problem,259688,7.927,https://sparse.tamu.edu/MM/Engwirda/airfoil_2d.tar.gz
Cylshell,s1rmq4m1,5489,5489,262411,1,0,1,1,1.0,1.0,structural problem,281111,8.581,https://sparse.tamu.edu/MM/Cylshell/s1rmq4m1.tar.gz
Cylshell,s3rmq4m1,5489,5489,262943,1,0,1,1,1.0,1.0,structural problem,281111,8.581,https://sparse.tamu.edu/MM/Cylshell/s3rmq4m1.tar.gz
Cylshell,s2rmq4m1,5489,5489,263351,1,0,1,1,1.0,1.0,structural problem,281111,8.581,https://sparse.tamu.edu/MM/Cylshell/s2rmq4m1.tar.gz
Hollinger,mark3jac100,45769,45769,268563,1,0,0,0,0.07393733869014309,0.01412857360574466,economic problem,285215,8.706,https://sparse.tamu.edu/MM/Hollinger/mark3jac100.tar.gz
Hollinger,mark3jac100sc,45769,45769,268563,1,0,0,0,0.07393733869014309,0.01261351717213372,economic problem,285215,8.706,https://sparse.tamu.edu/MM/Hollinger/mark3jac100sc.tar.gz
IPSO,OPF_6000,29902,29902,274697,1,0,0,0,1.0,1.0,power network problem,302418,9.231,https://sparse.tamu.edu/MM/IPSO/OPF_6000.tar.gz
Grund,bayer01,57735,57735,275094,1,0,0,0,0.0002304047924196823,2.908118011428904e-05,chemical process simulation problem,277774,8.479,https://sparse.tamu.edu/MM/Grund/bayer01.tar.gz
LAW,enron,69244,69244,276143,1,1,0,0,0.1468201946046729,0.1468201946046729,directed graph,276143,8.429,https://sparse.tamu.edu/MM/LAW/enron.tar.gz
Oberwolfach,chipcool0,20082,20082,281150,1,0,1,0,1.0,0.8688617524936032,model reduction problem,281150,8.582,https://sparse.tamu.edu/MM/Oberwolfach/chipcool0.tar.gz
Oberwolfach,chipcool1,20082,20082,281150,1,0,1,0,1.0,0.08556391438245974,model reduction problem,281150,8.582,https://sparse.tamu.edu/MM/Oberwolfach/chipcool1.tar.gz
DIMACS10,vsp_sctap1-2b_and_seymourl,40174,40174,281662,1,1,0,0,1.0,1.0,random unweighted graph,281662,8.598,https://sparse.tamu.edu/MM/DIMACS10/vsp_sctap1-2b_and_seymourl.tar.gz
Hohn,sinc12,7500,7500,283992,1,0,1,0,0.01755337541442645,0.0,materials problem,294986,9.004,https://sparse.tamu.edu/MM/Hohn/sinc12.tar.gz
Schenk_IBMSDS,3D_28984_Tetra,28984,28984,285092,1,0,1,0,0.9874041102377119,0.3613007012666531,semiconductor device problem,599170,18.287,https://sparse.tamu.edu/MM/Schenk_IBMSDS/3D_28984_Tetra.tar.gz
TKK,t520,5563,5563,286341,1,0,1,0,1.0,1.0,structural problem,286341,8.740,https://sparse.tamu.edu/MM/TKK/t520.tar.gz
JGD_SPG,EX5,6545,6545,295680,1,1,0,0,1.0,1.0,combinatorial problem,295680,9.025,https://sparse.tamu.edu/MM/JGD_SPG/EX5.tar.gz
JGD_SPG,EX6,6545,6545,295680,1,1,0,0,1.0,1.0,combinatorial problem,295680,9.025,https://sparse.tamu.edu/MM/JGD_SPG/EX6.tar.gz
Pajek,Reuters911,13332,13332,296076,1,0,0,0,1.0,1.0,undirected weighted graph sequence,296076,9.037,https://sparse.tamu.edu/MM/Pajek/Reuters911.tar.gz
GHS_psdef,finance256,37376,37376,298496,1,1,0,0,1.0,1.0,optimization problem,298496,9.111,https://sparse.tamu.edu/MM/GHS_psdef/finance256.tar.gz
Schenk_IBMNA,c-60,43640,43640,298570,1,0,0,0,1.0,1.0,optimization problem,298578,9.114,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-60.tar.gz
GHS_indef,dixmaanl,60000,60000,299998,1,0,0,0,1.0,1.0,optimization problem,299998,9.157,https://sparse.tamu.edu/MM/GHS_indef/dixmaanl.tar.gz
Cote,vibrobox,12328,12328,301700,1,0,1,0,1.0,1.0,acoustics problem,342828,10.464,https://sparse.tamu.edu/MM/Cote/vibrobox.tar.gz
PARSEC,Na5,5832,5832,305630,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,305630,9.329,https://sparse.tamu.edu/MM/PARSEC/Na5.tar.gz
Mallya,lhr14,14270,14270,305750,1,0,0,0,0.006622946983926842,0.0,chemical process simulation problem,307858,9.397,https://sparse.tamu.edu/MM/Mallya/lhr14.tar.gz
Bomhof,circuit_4,80209,80209,307604,1,0,0,0,0.8292028705104302,0.3635452210926232,circuit simulation problem,307604,9.389,https://sparse.tamu.edu/MM/Bomhof/circuit_4.tar.gz
Mallya,lhr14c,14270,14270,307858,1,0,0,0,0.006622946983926842,0.0,chemical process simulation problem,307858,9.397,https://sparse.tamu.edu/MM/Mallya/lhr14c.tar.gz
Schenk_IBMNA,c-61,43618,43618,310016,1,0,0,0,1.0,1.0,optimization problem,310016,9.463,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-61.tar.gz
Goodwin,Goodwin_030,10142,10142,312814,1,0,1,0,0.966280360610536,0.06332624905442888,computational fluid dynamics,312814,9.548,https://sparse.tamu.edu/MM/Goodwin/Goodwin_030.tar.gz
DIMACS10,rgg_n_2_15_s0,32768,32768,320480,1,1,0,0,1.0,1.0,undirected random graph,320480,9.782,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_15_s0.tar.gz
Boeing,bcsstm36,23052,23052,320606,1,0,1,0,1.0,1.0,structural problem,320606,9.786,https://sparse.tamu.edu/MM/Boeing/bcsstm36.tar.gz
Hollinger,mark3jac120,54929,54929,322483,1,0,0,0,0.07394990714529154,0.01415379562098285,economic problem,342475,10.453,https://sparse.tamu.edu/MM/Hollinger/mark3jac120.tar.gz
Hollinger,mark3jac120sc,54929,54929,322483,1,0,0,0,0.07394990714529154,0.01276529035436745,economic problem,342475,10.453,https://sparse.tamu.edu/MM/Hollinger/mark3jac120sc.tar.gz
Boeing,crystm02,13965,13965,322905,1,0,1,1,1.0,1.0,materials problem,322905,9.856,https://sparse.tamu.edu/MM/Boeing/crystm02.tar.gz
Gleich,usroads-48,126146,126146,323900,1,1,0,0,1.0,1.0,undirected graph,323900,9.887,https://sparse.tamu.edu/MM/Gleich/usroads-48.tar.gz
Goodwin,goodwin,7320,7320,324772,1,0,1,0,0.6353114022282706,0.001199255331506196,computational fluid dynamics problem,324784,9.914,https://sparse.tamu.edu/MM/Goodwin/goodwin.tar.gz
Pajek,EAT_SR,23219,23219,325589,1,0,0,0,0.1236274132759018,0.03102530574571187,directed weighted graph,325589,9.938,https://sparse.tamu.edu/MM/Pajek/EAT_SR.tar.gz
Pajek,EAT_RS,23219,23219,325592,1,0,0,0,0.1236262721980876,0.03102501938294547,directed weighted graph,325592,9.938,https://sparse.tamu.edu/MM/Pajek/EAT_RS.tar.gz
GHS_psdef,pwt,36519,36519,326107,1,1,1,0,1.0,1.0,duplicate structural problem,326107,9.954,https://sparse.tamu.edu/MM/GHS_psdef/pwt.tar.gz
Nasa,pwt,36519,36519,326107,1,1,1,0,1.0,1.0,duplicate structural problem,326107,9.954,https://sparse.tamu.edu/MM/Nasa/pwt.tar.gz
Pothen,pwt,36519,36519,326107,1,1,1,0,1.0,1.0,structural problem,326107,9.954,https://sparse.tamu.edu/MM/Pothen/pwt.tar.gz
DIMACS10,fe_body,45087,45087,327468,1,1,0,0,1.0,1.0,undirected graph,327468,9.995,https://sparse.tamu.edu/MM/DIMACS10/fe_body.tar.gz
MaxPlanck,shallow_water1,81920,81920,327680,1,0,1,1,1.0,1.0,computational fluid dynamics problem,327680,10.002,https://sparse.tamu.edu/MM/MaxPlanck/shallow_water1.tar.gz
MaxPlanck,shallow_water2,81920,81920,327680,1,0,1,1,1.0,1.0,computational fluid dynamics problem,327680,10.002,https://sparse.tamu.edu/MM/MaxPlanck/shallow_water2.tar.gz
Andrianov,lpl1,32460,32460,328036,1,1,0,0,1.0,1.0,optimization problem,328036,10.013,https://sparse.tamu.edu/MM/Andrianov/lpl1.tar.gz
Oberwolfach,inlet,11730,11730,328323,1,0,1,0,0.6083330964361183,9.475888601453601e-05,model reduction problem,328323,10.022,https://sparse.tamu.edu/MM/Oberwolfach/inlet.tar.gz
Shyy,shyy161,76480,76480,329762,1,0,1,0,0.7263358696509635,0.1824427535660244,computational fluid dynamics problem,329762,10.065,https://sparse.tamu.edu/MM/Shyy/shyy161.tar.gz
Gleich,usroads,129164,129164,330870,1,1,0,0,1.0,1.0,undirected graph,330870,10.099,https://sparse.tamu.edu/MM/Gleich/usroads.tar.gz
IBM_EDA,ckt11752_tr_0,49702,49702,332807,1,0,0,0,0.9838102263462359,0.7360237367761078,circuit simulation problem,333029,10.165,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_tr_0.tar.gz
IBM_EDA,ckt11752_dc_1,49702,49702,333029,1,0,0,0,0.9838102263462359,0.7355387943965807,circuit simulation problem,333029,10.165,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_dc_1.tar.gz
Graham,graham1,9035,9035,335472,1,0,1,0,0.718197839525901,0.0004322586733311619,computational fluid dynamics problem,335504,10.241,https://sparse.tamu.edu/MM/Graham/graham1.tar.gz
DIMACS10,me2010,69518,69518,335476,1,0,0,0,1.0,1.0,undirected weighted graph,335476,10.240,https://sparse.tamu.edu/MM/DIMACS10/me2010.tar.gz
ATandT,onetone1,36057,36057,335552,1,0,0,0,0.0742956282869174,0.04331285111284008,frequency-domain circuit simulation problem,341088,10.411,https://sparse.tamu.edu/MM/ATandT/onetone1.tar.gz
Hollinger,g7jac100,29610,29610,335972,1,0,0,0,0.03529318979455026,0.0,economic problem,384636,11.740,https://sparse.tamu.edu/MM/Hollinger/g7jac100.tar.gz
Hollinger,g7jac100sc,29610,29610,335972,1,0,0,0,0.03529318979455026,0.0,economic problem,384636,11.740,https://sparse.tamu.edu/MM/Hollinger/g7jac100sc.tar.gz
DIMACS10,ct2010,67578,67578,336352,1,0,0,0,1.0,1.0,undirected weighted graph,336352,10.267,https://sparse.tamu.edu/MM/DIMACS10/ct2010.tar.gz
MathWorks,Kuu,7102,7102,340200,1,0,1,1,1.0,1.0,structural problem,340200,10.384,https://sparse.tamu.edu/MM/MathWorks/Kuu.tar.gz
Oberwolfach,gyro_m,17361,17361,340431,1,0,1,1,1.0,1.0,duplicate model reduction problem,340431,10.391,https://sparse.tamu.edu/MM/Oberwolfach/gyro_m.tar.gz
Pajek,HEP-th,27240,27240,342437,1,1,0,0,0.002774548916757691,0.002774548916757691,directed graph,342437,10.452,https://sparse.tamu.edu/MM/Pajek/HEP-th.tar.gz
GHS_indef,a2nnsnsl,80016,80016,347222,1,0,0,0,1.0,1.0,optimization problem,347222,10.598,https://sparse.tamu.edu/MM/GHS_indef/a2nnsnsl.tar.gz
GHS_indef,ncvxbqp1,50000,50000,349968,1,0,0,0,1.0,1.0,optimization problem,349968,10.682,https://sparse.tamu.edu/MM/GHS_indef/ncvxbqp1.tar.gz
GHS_psdef,cvxbqp1,50000,50000,349968,1,0,0,1,1.0,1.0,optimization problem,349968,10.682,https://sparse.tamu.edu/MM/GHS_psdef/cvxbqp1.tar.gz
Newman,cond-mat-2005,40421,40421,351382,1,0,0,0,1.0,1.0,undirected weighted graph,351386,10.725,https://sparse.tamu.edu/MM/Newman/cond-mat-2005.tar.gz
FEMLAB,poisson3Da,13514,13514,352762,1,0,1,0,1.0,0.0,computational fluid dynamics problem,352762,10.767,https://sparse.tamu.edu/MM/FEMLAB/poisson3Da.tar.gz
Pajek,HEP-th-new,27770,27770,352807,1,1,0,0,0.002738343613933237,0.002738343613933237,directed graph,352807,10.769,https://sparse.tamu.edu/MM/Pajek/HEP-th-new.tar.gz
SNAP,cit-HepTh,27770,27770,352807,1,1,0,0,0.002738343613933237,0.002738343613933237,directed graph,352807,10.769,https://sparse.tamu.edu/MM/SNAP/cit-HepTh.tar.gz
GHS_indef,a0nsdsil,80016,80016,355034,1,0,0,0,1.0,1.0,optimization problem,355034,10.837,https://sparse.tamu.edu/MM/GHS_indef/a0nsdsil.tar.gz
Schenk_IBMNA,c-53,30235,30235,355139,1,0,0,0,1.0,1.0,optimization problem,372213,11.361,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-53.tar.gz
Boeing,bcsstk38,8032,8032,355460,1,0,1,1,1.0,1.0,structural problem,355460,10.850,https://sparse.tamu.edu/MM/Boeing/bcsstk38.tar.gz
Schenk_IBMNA,c-65,48066,48066,360428,1,0,0,0,1.0,1.0,optimization problem,360528,11.004,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-65.tar.gz
SNAP,email-Enron,36692,36692,367662,1,1,0,0,1.0,1.0,directed graph,367662,11.222,https://sparse.tamu.edu/MM/SNAP/email-Enron.tar.gz
Garon,garon2,13535,13535,373235,1,0,1,0,1.0,0.6726819817326322,computational fluid dynamics problem,390607,11.922,https://sparse.tamu.edu/MM/Garon/garon2.tar.gz
Hamm,bcircuit,68902,68902,375558,1,0,0,0,1.0,0.9084315976207868,circuit simulation problem,375558,11.463,https://sparse.tamu.edu/MM/Hamm/bcircuit.tar.gz
Hollinger,mark3jac140,64089,64089,376395,1,0,0,0,0.07395887333678935,0.01417215070061332,economic problem,399735,12.201,https://sparse.tamu.edu/MM/Hollinger/mark3jac140.tar.gz
Hollinger,mark3jac140sc,64089,64089,376395,1,0,0,0,0.07395887333678935,0.0128291219789848,economic problem,399735,12.201,https://sparse.tamu.edu/MM/Hollinger/mark3jac140sc.tar.gz
Cunningham,k3plates,11107,11107,378927,1,0,1,0,1.0,0.999260507857104,acoustics problem,378927,11.566,https://sparse.tamu.edu/MM/Cunningham/k3plates.tar.gz
Mallya,lhr17,17576,17576,379761,1,0,0,0,0.001513390098553639,0.0001527473453564807,chemical process simulation problem,381975,11.659,https://sparse.tamu.edu/MM/Mallya/lhr17.tar.gz
DIMACS10,vsp_south31_slptsk,39668,39668,379828,1,1,0,0,1.0,1.0,random unweighted graph,379828,11.593,https://sparse.tamu.edu/MM/DIMACS10/vsp_south31_slptsk.tar.gz
DIMACS10,vsp_model1_crew1_cr42_south31,45101,45101,379952,1,1,0,0,1.0,1.0,random unweighted graph,379952,11.597,https://sparse.tamu.edu/MM/DIMACS10/vsp_model1_crew1_cr42_south31.tar.gz
Schenk_IBMNA,c-56,35910,35910,380240,1,0,0,0,1.0,1.0,optimization problem,380900,11.626,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-56.tar.gz
Sanghavi,ecl32,51993,51993,380415,1,0,1,0,0.9219175329301935,0.6030290297239527,semiconductor device problem,380415,11.611,https://sparse.tamu.edu/MM/Sanghavi/ecl32.tar.gz
Quaglino,viscoplastic2,32769,32769,381326,1,0,1,0,0.5699899872904575,0.0,materials problem,381326,11.639,https://sparse.tamu.edu/MM/Quaglino/viscoplastic2.tar.gz
Mallya,lhr17c,17576,17576,381975,1,0,0,0,0.001513390098553639,5.236643939631969e-06,chemical process simulation problem,381975,11.659,https://sparse.tamu.edu/MM/Mallya/lhr17c.tar.gz
